0,1,2,3,4,5,6,7,Label
0.383746,0.3291387,0.22604387,0.19463329,0.05111621,0.031589013,0.011804908,0.016045332,1
0.33848813,0.29939404,0.1949519,0.18684259,0.032058377,0.030768003,0.0022966876,0.014260494,1
0.31695145,0.27337214,0.19446923,0.15633164,0.0385912,0.030474544,0.00593464,0.022135345,1
0.35920945,0.32151037,0.20477387,0.17558666,0.039584707,0.019267656,0.024211224,-0.0030116157,1
0.37228763,0.341765,0.22895914,0.20495524,0.059619766,0.03997458,-0.0024826315,0.019367326,1
0.3490888,0.3049615,0.2312056,0.19792853,0.053195808,0.04086047,0.009140303,0.0031559935,1
0.34404632,0.2965835,0.19621024,0.1708674,0.04073891,0.00787981,0.021911308,0.0065462585,1
0.32468867,0.27612093,0.17560366,0.16528983,0.024625896,0.030917514,-0.003164513,-0.010361824,1
0.37044737,0.34606546,0.23218535,0.20302844,0.050332215,0.037643228,0.021692371,0.015318657,1
0.32714602,0.29261062,0.17742157,0.1571444,0.046200838,0.048601393,0.0106513975,0.003950469,1
0.3623442,0.30006653,0.20689315,0.18689433,0.024991913,0.04767867,0.0028745427,0.002015837,1
0.31951776,0.2663728,0.17750007,0.17357278,0.04507479,0.025323603,0.010689882,0.010820076,1
0.31143546,0.27726647,0.17900065,0.1709494,0.043941326,0.03181667,-0.004386998,0.010997079,1
0.33932692,0.2679157,0.19529726,0.15918636,0.03959486,0.029003657,0.010215263,0.016191207,1
0.35692677,0.32318762,0.21049695,0.18858065,0.048922885,0.042036,0.02953491,0.018006185,1
0.31290165,0.26344007,0.19457592,0.1572635,0.043762483,0.028155953,0.018735675,0.0043571214,1
0.29460952,0.25848502,0.19094352,0.15680248,0.030634163,0.046802003,0.007556507,0.0069529875,1
0.3336917,0.30432227,0.20278491,0.17588405,0.045096006,0.039411698,0.0003398202,0.0035476144,1
0.32220972,0.28309914,0.19574527,0.18792637,0.03764795,0.03757859,2.6344926e-05,0.007889768,1
0.34465158,0.29833227,0.21566041,0.1766925,0.027605126,0.032708637,0.013369605,-0.0051699486,1
0.33385,0.3007071,0.22394253,0.18064713,0.026498215,0.047049813,0.02509975,0.002275914,1
0.3516187,0.30073494,0.20685688,0.1616514,0.0422363,0.018394962,0.011995197,0.023663195,1
0.32659853,0.2706165,0.20852096,0.15599322,0.032123003,0.029479204,0.007353995,0.012900138,1
0.32202095,0.2941136,0.18810414,0.16105379,0.035628997,0.025842538,0.00988976,0.03073603,1
0.3336281,0.304202,0.20098563,0.1815637,0.036162682,0.025323171,0.02167336,-0.0059263087,1
0.3350314,0.28532407,0.18615998,0.16495417,0.054502018,0.022185348,0.017491728,0.013998191,1
0.36415672,0.3196974,0.20167014,0.18071757,0.04734641,0.03727619,0.0077885226,-0.01206647,1
0.34946635,0.3324241,0.23591183,0.1987283,0.055319425,0.042015873,0.015671855,0.0020933591,1
0.3167237,0.2814034,0.20052916,0.13980654,0.03964412,0.012860379,0.019986762,0.00082575466,1
0.30937845,0.26156133,0.1828493,0.16656448,0.02472815,0.047746364,0.00017074628,0.007931867,1
0.3551225,0.2950949,0.19537967,0.17763726,0.03661337,0.033720475,0.011702072,0.008230617,1
0.3464234,0.30586138,0.19239272,0.19243704,0.03789728,0.043383352,0.008099954,0.024123797,1
0.30162525,0.27239382,0.19654138,0.16366713,0.042931627,0.03391398,0.019065252,-0.0073101413,1
0.32674757,0.30182576,0.19861129,0.16853087,0.05779457,0.04193561,0.020952752,0.0052902973,1
0.32361403,0.26736012,0.18953618,0.16463861,0.034544498,0.026443485,0.014755144,0.021525348,1
0.30722794,0.27680016,0.19433221,0.17969702,0.043326575,0.043325637,0.027436238,0.009889316,1
0.31532797,0.2741699,0.18801087,0.16739552,0.017129468,0.038310025,-0.011873667,0.018329663,1
0.32384458,0.2867034,0.20825396,0.1856161,0.046054058,0.029617378,0.006732442,0.005318902,1
0.3470026,0.32125673,0.20874548,0.1824088,0.04238055,0.027853535,-0.0064389613,-0.0045950715,1
0.3299017,0.28417754,0.19723983,0.18178111,0.047953565,0.029813437,0.009400969,0.018409431,1
0.3128068,0.2857876,0.20362389,0.14896652,0.035509262,0.02925278,0.008764876,0.011822394,1
0.37436864,0.33024076,0.23014636,0.19152229,0.055834137,0.05481871,0.004656951,0.015343101,1
0.3416524,0.2894774,0.19041254,0.16419767,0.04490735,0.03147901,0.018729245,0.019865917,1
0.29504782,0.26985794,0.18304461,0.16006787,0.041952826,0.03450875,0.0026142017,0.003894709,1
0.33812937,0.30822173,0.21143632,0.16987456,0.06003331,0.02469445,0.0064995806,0.0066923415,1
0.43001717,0.37897786,0.26377437,0.21673562,0.05335537,0.038665887,0.021517858,0.021998359,1
0.3177007,0.2727224,0.18934058,0.15704145,0.028071782,0.016827306,-0.0034208628,0.013346808,1
0.31271702,0.26605868,0.18813416,0.17567189,0.04547089,0.061054744,-0.0003984241,-0.001953961,1
0.35507742,0.30706984,0.19410886,0.18246372,0.020127721,0.026194029,-0.0010596535,0.022641988,1
0.31322655,0.26823512,0.2028613,0.15406662,0.051156536,0.02878163,0.008116735,0.009978252,1
0.31573233,0.25529912,0.16373876,0.1655002,0.04151893,0.043487344,-0.004069709,0.023736974,1
0.3107294,0.29628733,0.19703968,0.17229323,0.038578346,0.04150291,0.011532605,-0.003355101,1
0.33491334,0.29135028,0.2090267,0.15720518,0.04325381,0.03380554,-0.0026742767,0.012938305,1
0.37173253,0.33090797,0.22468643,0.1853873,0.038948942,0.035087608,-0.0070875795,0.011976533,1
0.3061296,0.26901418,0.18179695,0.16837631,0.04546773,0.03348366,0.008177204,0.007547772,1
0.37312534,0.31235704,0.21733722,0.20765692,0.046695754,0.029305557,0.011944867,0.009831381,1
0.3253824,0.28555012,0.19157115,0.14806756,0.028721893,0.047109388,0.005465162,0.003519375,1
0.34816244,0.3092101,0.1912241,0.16058183,0.03823243,0.013626351,0.026853349,-0.004389867,1
0.32188326,0.27461734,0.1708272,0.15829265,0.051920936,0.03082076,0.006093775,0.009102246,1
0.32649705,0.27852938,0.17477746,0.17412922,0.04772064,0.041956827,0.026246166,0.010916127,1
0.31427285,0.27929845,0.1819981,0.13157615,0.02475367,0.03970248,0.001941671,-0.007872773,1
0.32810915,0.27882156,0.19354497,0.1818316,0.04230414,0.022648765,0.0098470645,0.0030125992,1
0.35416275,0.28551507,0.20764436,0.1552469,0.02896651,0.024357062,-0.0014004331,0.017778957,1
0.3251862,0.2725181,0.19377634,0.16071218,0.042921036,0.035384804,0.01796274,0.008460695,1
0.30486256,0.27290204,0.19453648,0.16663621,0.028383607,0.037781034,0.008264727,0.010878112,1
0.4116278,0.36696833,0.25171438,0.21913083,0.065842114,0.036745094,0.021691374,0.025454987,1
0.30523744,0.26993975,0.19380862,0.14859508,0.02788246,0.027572313,0.0067846086,0.0014367115,1
0.30688167,0.26876014,0.19660182,0.1455322,0.056791127,0.04608042,0.024900755,-0.001809941,1
0.3174781,0.2665045,0.18202569,0.16993658,0.045398165,0.039101712,0.017753402,0.036253184,1
0.3351315,0.2970768,0.22194739,0.16768818,0.046546318,0.031131178,0.02119617,0.012005383,1
0.47612876,0.41375887,0.275252,0.25205928,0.0645617,0.051640194,0.0025217696,0.029796865,1
0.41433614,0.37203783,0.25488803,0.21571665,0.05423287,0.04294213,0.017817063,0.0015364839,1
0.3237973,0.29945943,0.21223664,0.15647855,0.039123673,0.033042684,0.009620217,0.0057006613,1
0.50275695,0.44230133,0.30028418,0.24210812,0.0719623,0.043164194,0.0055651306,0.0065440675,1
0.30290276,0.27966848,0.18546548,0.17477475,0.04551747,0.030256018,0.025890399,0.015816193,1
0.31825396,0.27559388,0.18730265,0.17815779,0.037619844,0.025328452,0.003304347,-0.0026349064,1
0.29624468,0.27485088,0.19257684,0.18461809,0.025340581,0.032016058,-0.019935267,0.017257784,1
0.3378079,0.31158066,0.20375112,0.16477782,0.03142627,0.0340712,-0.0068091042,0.00984508,1
0.33939475,0.31528264,0.20750639,0.20080356,0.059395768,0.028863559,-0.0005188948,0.01948655,1
0.33267635,0.28458202,0.20990023,0.1589335,0.06145799,0.016061476,0.010765612,-0.0011466851,1
0.29719025,0.2723077,0.19388548,0.16558485,0.016548526,0.0230823,0.013054074,0.0002604488,1
0.42522904,0.3826164,0.26201415,0.19581592,0.046640456,0.036841612,0.027303185,0.009614527,1
0.38026312,0.33593854,0.20916958,0.18628317,0.028293222,0.020840835,-0.0066351276,-0.0052379603,1
0.29673326,0.27256137,0.18974924,0.16669807,0.04992132,0.03294646,0.027888801,-0.010999425,1
0.33155727,0.2985992,0.18941882,0.18565957,0.017207284,0.021796864,9.0880916e-05,0.009627977,1
0.28599265,0.264335,0.20484678,0.15811363,0.014082099,0.05207013,0.01912966,-0.0013753974,1
0.35197344,0.33503956,0.21754728,0.2058564,0.03285334,0.031781357,0.031101327,-0.0119123105,1
0.3063349,0.28050312,0.19076847,0.15618515,0.049524974,0.024717208,0.018323839,-0.0012893325,1
0.3459138,0.312191,0.19538075,0.17571156,0.04629701,0.021863144,-0.0029400797,0.0077189286,1
0.31533557,0.28433204,0.18597545,0.1569638,0.054684546,0.017008113,-0.00026616637,0.0034924042,1
